Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Category
Enthu.Ai,2020,Chandigarh,ai startup,enthu.ai operates as a conversation intelligence startup.,"Tushar Jain, Vishal Verma",Appit Simple Infotek,200000.0,Unknown,2021,technology
Myelin Foundry,2019,Bangalore,ai startup,"myelin foundry is a deep tech product start-up transforming human experiences and industry outcomes by building artificial intelligence algorithms on video, voice, and sensor data, for consumer edge devices","Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,1000000.0,Pre-Series A,2021,technology
Superops.Ai,2020,Chennai,ai startup,superops.ai is an early stage startup in the msp space.,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital",3000000.0,Seed,2021,technology
6Degree,2014,Mumbai,e-commerce,6degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, Sucseed Venture Partners",1000000.0,Unknown,2021,e-commerce
Teachmint,2020,Bangalore,education,teachmint is an online learning platform that focuses on tutor-student connectivity.,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, Cm Ventures",16500000.0,Series A,2021,education and training
Sarathi,2020,Jodhpur,healthcare,"offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Aditi Poyam,Undisclosed,100000.0,Seed,2021,technology
Jidoka Technologies,2018,Chennai,software,"deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Sekar Udayamurthy,Undisclosed,340000.0,Seed,2021,technology
Rapido,2015,Bangalore,transportation,rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Aravind Sanka, Pavan Guntupalli, Rishikesh Sr","Skycatcher, Nexus Venture Partners",43000000.0,Series C,2021,mobility and transportation
Byju'S,2011,Bangalore,education,byju's is an educational technology company that develops personalized learning programs for k-12 students.,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",150000000.0,Unknown,2021,education and training
Elasticrun,2015,Pune,e-commerce,elasticrun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital",75000000.0,Series D,2021,e-commerce
Avail Finance,2017,Bangalore,financial services,avail is a mobile-first platform aiming to financially include the urban mass of india.,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India",3000000.0,Debt,2021,fintech
Nivesh,2016,Noida,financial services,nivesh.com is a mass market mutual funds investment platform.,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",1600000.0,Pre-Series A,2021,fintech
Thingsup,2020,Pune,iot platform,thingsup is an enterprise grade iot platform.,"Akshay Ghadage, Pranav Naiknavare",Gsf Accelerator,1000000.0,Unknown,2021,technology
Arthya Wealth And Investments,2020,Mumbai,financial services,"a comprehensive, high quality, open-architecture based wealth management and investment advisory platform, to cater to investors across the board: individuals, businesses/corporate treasuries, family offices, trusts and more.",Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",1000000.0,Pre-Series A,2021,fintech
Zepto,2021,Mumbai,e-commerce,grocery delivery startup,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator",60000000.0,Unknown,2021,e-commerce
Fi,2019,Bangalore,financial services,fi is a neo bank.,Sumit Gwalani,"Capital Group, Falcon Edge",50000000.0,Series B,2021,fintech
Kiko Live,2020,Gurgaon,commerce,video-based social commerce startup,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra",1000000.0,Pre-Series A,2021,e-commerce
Turbohire,2019,Hyderabad,computer software,"industry-leading augmented intelligence software for talent intelligence, recruitment automation, and applicant tracking",Deepak Agrawal,"Arcilla, Samir Khosla",0.0,Unknown,2021,technology
The Hosteller,2015,Mumbai,hospitality,"pit-stop for global as well as local travellers to relax, rejuvenate and experience india’s rich heritage while not worrying about a clean, safe and smart place to stay.",Pranav Dangi,"Sunicon Ventures, Shubhkam Ventures, Jito Angel Network, Faad Network",1000000.0,Pre-Series A,2021,technology
Satsure,2017,Bangalore,defense space,satsure is an innovative decision analytics company,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring Pe India,0.0,Unknown,2021,events and entertainment
Ruptok Fintech,2020,New Delhi,financial services,"ruptok fintech pvt. ltd. is an online gold loan service provider , with attractive interests rate .",Ankur Gupta,Manuvel Malabar Jewellers,2000000.0,Pre-Series A,2021,fintech
Vilcart,2017,Bangalore,e-commerce,vilcart's motto is sustainable rural development through stability for rural retailers.,Prasanna Kumar,Nabventures,2000000.0,Unknown,2021,e-commerce
Dogsee Chew,2015,Bangalore,food beverages,100% natural dog treats.,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures,7000000.0,Pre-Series A,2021,food and beverages
Advantage Club,2014,Gurgaon,hr tech,advantage club is india's largest employee engagement platform.,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, Smc Advisors, Kunal Shah",3300000.0,Pre-Series A,2021,technology
Trdr,2020,Bangalore,financial services,trdr is an all-new approach to investing.,Ricky Jacob,"Kunal Shah, Snehal Fulzele",150000.0,Unknown,2021,fintech
Zoomcar,2012,Bangalore,mobility,zoomcar holds the distinction of being india’s first personal mobility platform,Greg Moran,Sternaegis Ventures,92000000.0,Unknown,2021,technology
Leap India,2013,Mumbai,logistics supply chain,"""leading enterprise in asset pooling"" india's largest sustainable supply chain solutions company.",Anurag Malempati,Cdc Group,10000000.0,Unknown,2021,technology
Superbottoms,2015,Mumbai,consumer goods,superbottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,Pallavi Utagi,Alteria Capital,400000.0,Unknown,2021,consumer goods and services
Cora Health,2020,Bangalore,health wellness fitness,social commerce marketplace for everyday health and wellness.,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,600000.0,Seed,2021,technology
Battery Smart,2019,New Delhi,renewables environment,battery smart is building india’s largest network of battery swapping stations providing li-ion batteries,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures",7000000.0,Pre-Series A,2021,renewable energy
The Good Glamm Group,2021,Pune,information technology services,south asia’s largest content-to-commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,"Darpan Sanghvi, Priyanka Gill, Naiyya Saggi","Warburg Pincus﻿, Prosus Ventures",150000000.0,Series D,2021,technology
Mosaic Wellness,2019,Mumbai,health wellness fitness,a platform of digital first health clinics for men and women,Dhyanesh Shah,Sequoia,24000000.0,Series A,2021,technology
Cloudfiles,2020,Bangalore,saas startup,"supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.","Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital,300000.0,Pre-Seed,2021,technology
The Viral Fever,2012,Mumbai,entertainment,india's leading digital entertainment network.,Arunabh Kumar,Blacksoil,2000000.0,Unknown,2021,technology
Xpand,2021,New Delhi,e-commerce,lmce handholds brands and enables their reach across the unserved & under-served pockets of the country in a sustainable manner to drive measurable growth.,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",1500000.0,Pre-Series A,2021,e-commerce
Troo Good,2018,Hyderabad,e-commerce,an fmcg company selling nutritious products at an affordable price points.,Raju Bhupati,Oaks Asset Management,7000000.0,Series A,2021,e-commerce
Prodo,2021,New Delhi,business supplies equipment,"prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.","Sameen Husain, Abhiroop Srivastava","Titan Capital, Letsventure",300000.0,Pre-Seed,2021,business services
Unnati,2019,Noida,financial services,fintech powered digital agri ecosystem,"Amit Sinha, Ashok Prasad","Incofin, Nabventures, Orios",7000000.0,Series A,2021,fintech
Lysto,2021,Bangalore,nft,"lysto is building apis, tools & infrastructure to enable the creation & distribution of nfts across platforms with a few clicks or few lines of code.",Sadiq Ahamed,Beenext,3000000.0,Seed,2021,events and entertainment
Wakefit,2014,Bangalore,furniture,"a home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.","Ankit Garg, Chaitanya Ramalingegowda",Sig,20000000.0,Series C,2021,technology
Buyofuel,2020,Coimbatore,oil energy,green fuels marketplace,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures,100000.0,Seed,2021,renewable energy
Electricpe,2021,Bangalore,mobility and transportation,india's largest electric vehicle charging platform,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund",3000000.0,Seed,2021,technology
Vayana Network,2017,Pune,financial services,"vayana network is an electronic network that connects corporates and their supply chain to financial institutions for easy, quick and low-cost access to trade financing of their payables and receivables.",Ramaswamy Iyer,"Cdc Group, Jungle Ventures, March Capital, Marshall Wace",30000000.0,Series C,2021,fintech
Valuationary,2020,Surat,education,edtech platform upskilling candidates to bag deserving finance job roles.,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana",100000.0,Pre-Seed,2021,education and training
Knocksense,2016,Lucknow,online media,knocksense is a local news and recommendations platform.,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels",150000.0,Unknown,2021,media and entertainment
Petpooja,2011,Ahmedabad,information technology services,"petpooja is the largest next-generation pos platform for the f&b sector with more than 25,000+ clients across india and uae.","Apurv Patel, Parthiv Patel","Aroa Ventures, Gvfl, Udaan",4500000.0,Unknown,2021,technology
Wingreens Farms,2011,Gurgaon,food beverages,"wingreens farms is a fully integrated (farm to retail) food company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.","Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network",17000000.0,Unknown,2021,food and beverages
Doola,2020,New York,company as a service,the ultimate one-stop-shop™? to help us and non-us founders to turn an idea into their dream us business,"Arjun Mahadevan, Jp Pincheira",Nexus Venture Partners,3000000.0,Unknown,2021,business services
Eyemyeye,2021,Gurgaon,eyewear,"shop the latest eyeglasses, sunglasses, power sunglasses, contact lens and more.",Ganesh Iyer,2000000,2000000.0,Pre-Series A,2021,technology
Bombay Hemp Company,2013,Mumbai,textiles,"boheco was founded to research on and promote industrial hemp, the super crop of our era in india. boheco was formally registered under the companies act","Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2000000.0,Unknown,2021,consumer goods
Dgv,2019,Bangalore,information technology services,neobanking for bharat,Ragavan Venkatesan,"Info Edge Ventures, Omnivore",3000000.0,Pre-Series A,2021,technology
Guardianlink,2017,Chennai,information technology services,building tech infrastructure to help nft commerce go mainstream,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital,12000000.0,Series A,2021,technology
Clinikk,2016,Bangalore,hospital health care,transforming health insurance by building india's first managed care model,"Dr.Suraj Baliga, Bhavjot Kaur",Massmutual Ventures,4000000.0,Pre-Series A,2021,technology
Toplyne,2021,Bangalore,computer software,toplyne helps sales teams at product-led companies convert their freemium users!,"Rishen Kapoor And Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund",2500000.0,Unknown,2021,technology
Mensa,2021,Bangalore,d2c,"mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital",135000000.0,Series B,2021,e-commerce
Genleap,2021,Haryana,professional training coaching,genleap is india’s first self-discovery and career lifecycle management platform.,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh",8000000.0,Seed,2021,technology
Planys,2015,Chennai,maritime,planys is an indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell",1600000.0,Pre-Series A,2021,technology
Wonderchef,2009,Mumbai,consumer goods,"wonderchef cookware and appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",Ravi Saxena,"Sixth Sense Ventures, Godrej Family Office, Malpani Group",20000000.0,Unknown,2021,consumer goods and services
Gokwik,2020,New Delhi,information technology services,gokwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,15000000.0,Series A,2021,technology
Velocity,2020,Bangalore,financial services,"velocity provides revenue based financing, up to rs 3 crores, for marketing and inventory spends of online businesses.","Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures,20000000.0,Series A,2021,fintech
Salarybox,2020,Gurgaon,financial services,salarybox is solution that makes employee management effortless.,"Nikhil Goel, Peeyush Goyal","Y-Combinator, Ame Cloud Ventures, Gokul Rajaram",4000000.0,Seed,2021,fintech
Boingg,2019,Gurgaon,furniture,d2c furniture brand,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,200000.0,Seed,2021,technology
